part-00000-d38f1508-e7ff-486d-972c-feeebe182c7b-c000
neighbourhood_group_cleansed;id;listing_url;name;host_id;host_name;calculated_host_listings_count;host_is_superhost;latitude;longitude;price;kitchen;patio or balcony;elevator;air conditioning;long_term;short_term;possible_long_term;number_of_reviews;review_scores_rating;room_type_encoded;bedrooms_encoded;;
Latina;1161497160638152473;https://www.airbnb.com/rooms/1161497160638152473;Habitación LOW-COST;520139700;Anna Elisa;1;f;40.40726;-3.73749;35.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Retiro;978790769030309403;https://www.airbnb.com/rooms/978790769030309403;Stella - 3 bedrooms in Goya;346367515;Ukio;290;f;40.42093;-3.67805;189.0;1;0;1;1;0;0;1;1;5.0;2;1;;
Moncloa - Aravaca;51369024;https://www.airbnb.com/rooms/51369024;Habitación con baño privado en zona exclusiva.;406142759;Juan;5;f;40.46057;-3.72212;50.0;1;0;0;1;0;0;1;26;4.88;1;0;;
Carabanchel;31484882;https://www.airbnb.com/rooms/31484882;Elegant 3-bedroom apartment just by the CENTER;8244614;Mad About You;10;f;40.39695;-3.71623;133.0;1;0;1;1;0;0;1;65;4.46;2;1;;
Chamberí;595515095794353042;https://www.airbnb.com/rooms/595515095794353042;DERJ - 2 bedroom apartment in Almagro;346367515;Ukio;290;f;40.4273;-3.69331;505.0;1;0;0;0;0;0;1;1;4.0;2;1;;
Tetuán;5373240;https://www.airbnb.com/rooms/5373240;Alquilo habitación en Madrid;7474803;Fernando;3;f;40.46226;-3.70575;35.0;1;0;1;0;0;1;0;7;4.71;1;0;;
Salamanca;1106488331896526811;https://www.airbnb.com/rooms/1106488331896526811;BNBHolder Cool Salamanca;431124003;Emilio;9;f;40.43509;-3.6787;529.0;1;0;1;1;0;0;1;2;4.5;2;1;;
Usera;891365945069485903;https://www.airbnb.com/rooms/891365945069485903;apartamento en usera;505985727;Margoth;1;f;40.38143539381611;-3.706751838326454;70.0;1;0;0;0;0;0;1;72;4.76;2;0;;
Usera;1039103666621686080;https://www.airbnb.com/rooms/1039103666621686080;U6 Nuevo, bien localizado cerca de Metro;510586059;Ronda De Cala;24;f;40.3864963211603;-3.703410779044104;84.0;1;0;0;1;0;0;1;18;4.39;2;1;;
Puente de Vallecas;1121609985019580554;https://www.airbnb.com/rooms/1121609985019580554;habitación;569208400;William;1;f;40.38627043736126;-3.65063535238498;30.0;1;0;0;0;0;0;1;18;4.94;1;0;;
Tetuán;717944084224798584;https://www.airbnb.com/rooms/717944084224798584;Habitación Privada en Madrid;172051843;Ginés;2;f;40.45676;-3.69845;41.0;1;0;1;1;0;1;0;14;5.0;1;0;;
Centro;1148617081755320207;https://www.airbnb.com/rooms/1148617081755320207;Studio céntrico y tranquilo;25383089;Teresa;2;f;40.40744199514424;-3.698852024785072;68.0;1;0;1;0;0;0;1;3;5.0;2;0;;
Carabanchel;1080121638935076711;https://www.airbnb.com/rooms/1080121638935076711;Apartamento relajante;115210020;Abelardo;2;t;40.39592474937044;-3.712563179433346;110.0;1;0;0;1;0;0;1;0;0.0;2;0;;
San Blas - Canillejas;35090927;https://www.airbnb.com/rooms/35090927;Flat close to airport, Wanda Metropolitano, IFEMA;192794786;Raquel;9;f;40.44517;-3.58333;65.0;1;0;1;1;0;0;1;13;4.08;2;0;;
Retiro;661685360480649316;https://www.airbnb.com/rooms/661685360480649316;Habitacion Centro de Madrid;3091307;Percy;6;f;40.40587;-3.68053;60.0;1;0;1;0;0;0;1;16;4.5;1;0;;
Ciudad Lineal;39042845;https://www.airbnb.com/rooms/39042845;Habitación loft, Ifema, airport, centro;4787611;Paloma;1;f;40.43628670707173;-3.6493852272473903;60.0;1;0;0;1;0;1;1;15;4.67;2;0;;
Centro;31479922;https://www.airbnb.com/rooms/31479922;58m2 apartment next to Gran Vía;231774867;Promociones Saturdi S.L.;7;f;40.41879;-3.69758;158.0;1;0;1;1;0;0;1;141;4.7;2;0;;
Salamanca;52666825;https://www.airbnb.com/rooms/52666825;Precioso apartamento con patio en el Barrio de Salamanca;65260585;Silvia;1;t;40.43717;-3.67946;111.0;1;0;0;0;0;0;1;84;4.9;2;0;;
Latina;1157993569728666604;https://www.airbnb.com/rooms/1157993569728666604;New Room Private Bathroom Br105;132022481;Nico Y Olivia;19;f;40.40968;-3.73351;39.0;0;0;1;1;0;0;1;0;0.0;1;0;;
Centro;13576656;https://www.airbnb.com/rooms/13576656;GREAT OFFER in Main Square of Madrid, Double Room!;78325794;Miguel Angel;3;f;40.41301527051004;-3.7078385878321622;65.0;0;0;0;0;0;1;0;272;4.68;1;0;;
Usera;1173004153748367223;https://www.airbnb.com/rooms/1173004153748367223;Wood 1;133735890;David;7;f;40.38236473923198;-3.7100226007159542;64.0;1;1;0;1;0;0;1;0;0.0;2;0;;
Centro;1110657801961377657;https://www.airbnb.com/rooms/1110657801961377657;Madrid Heritage Hideout;70917795;Álvaro;1;f;40.41573955585179;-3.700248048242987;75.0;1;0;0;0;0;1;0;7;5.0;1;0;;
Chamberí;944849595085226141;https://www.airbnb.com/rooms/944849595085226141;Home Art Chamberí Estudio Estandard;494237478;Welcomer Group;40;f;40.434;-3.70179;140.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Arganzuela;983914035839078822;https://www.airbnb.com/rooms/983914035839078822;Nice chill out place for relax;69978254;Nicolas;1;f;40.40613;-3.69852;44.0;1;0;0;0;0;1;1;0;0.0;1;0;;
Tetuán;531646965289142870;https://www.airbnb.com/rooms/531646965289142870;General Margallo XII;438136382;Home Club;156;f;40.46053;-3.694758;99.0;1;0;1;1;0;0;1;1;5.0;2;0;;
Barajas;896329041408931607;https://www.airbnb.com/rooms/896329041408931607;Quédate con Ana.;515829161;Ana;1;t;40.47003419584396;-3.5806785514413613;34.0;0;0;0;0;0;1;0;95;4.97;1;0;;
Hortaleza;715906135155988610;https://www.airbnb.com/rooms/715906135155988610;Loft cerca IFEMA, Torres  Castellana y Aeropuerto.;35813772;Daniel;4;t;40.47527;-3.65824;83.0;1;0;0;0;0;0;1;95;4.87;2;0;;
Tetuán;1152730726785292826;https://www.airbnb.com/rooms/1152730726785292826;1Hab en Paseo de la Castellana;557221485;Servicios Admin;9;f;40.473896340746;-3.687453083796884;54.0;1;0;1;1;0;0;1;0;0.0;1;0;;
Usera;664547590218256107;https://www.airbnb.com/rooms/664547590218256107;Precioso apartamento en madrid / Usera;423275834;Jorge;3;f;40.3796571978806;-3.707745545868715;51.0;1;0;0;1;0;0;1;73;4.27;2;0;;
Chamartín;1051261353451431600;https://www.airbnb.com/rooms/1051261353451431600;Villa de lujo centro de Madrid;29084112;Paloma;1;f;40.4405456;-3.683541;1287.0;1;1;0;1;0;0;1;3;5.0;2;1;;
Ciudad Lineal;1008790937921810452;https://www.airbnb.com/rooms/1008790937921810452;Casa Del Oso, Madrid;533679118;Valeria;1;f;40.43086;-3.64101;72.0;1;0;0;1;0;0;1;6;4.0;2;1;;
Salamanca;50473232;https://www.airbnb.com/rooms/50473232;Modern Apartment Goya II Renovated 2BR 1BH;217067249;Jorge;89;f;40.42683;-3.67721;137.0;1;0;1;1;0;0;1;131;4.67;2;1;;
Barajas;715646882016649252;https://www.airbnb.com/rooms/715646882016649252;Urban Barajas 6;136199330;Fabrizio;8;t;40.45944;-3.58968;50.0;1;1;0;0;0;0;1;93;4.81;1;0;;
Villaverde;35175794;https://www.airbnb.com/rooms/35175794;Piso Moderno en Madrid.;122713093;Paola;1;t;40.34161;-3.71677;150.0;1;1;0;1;0;0;1;17;4.82;2;1;;
Usera;983859401282462778;https://www.airbnb.com/rooms/983859401282462778;BNBHolder Fresh Confort I;28786243;Emilio;75;f;40.38519;-3.70642;352.0;1;0;1;1;0;0;1;2;5.0;2;1;;
Centro;36670375;https://www.airbnb.com/rooms/36670375;Centro Malasaña precioso piso 2 dormitoris 2W 85m2;80458626;Georgina;2;f;40.42727;-3.70438;200.0;1;0;1;1;0;0;1;2;3.5;2;1;;
Salamanca;26809818;https://www.airbnb.com/rooms/26809818;Barrio de Salamanca;201605043;Carmen;1;f;40.42919;-3.67572;116.0;1;0;0;0;0;0;1;37;4.78;2;0;;
Ciudad Lineal;652257221420756504;https://www.airbnb.com/rooms/652257221420756504;Cozy studio in Arturo Soria CI MD-Anderson;460391145;Marta Y Fran;125;t;40.46878;-3.66506;80.0;1;0;0;1;0;0;1;19;4.79;2;0;;
Retiro;1131617844059317777;https://www.airbnb.com/rooms/1131617844059317777;Coliving Madrid centro (Retiro);504121118;Arnau;12;f;40.40842289528335;-3.6793333231221776;36.0;1;0;0;0;0;0;1;0;0.0;1;1;;
Chamartín;54101259;https://www.airbnb.com/rooms/54101259;Piso con excelente ubicación;45670391;Inma;1;f;40.44178;-3.67961;98.0;1;0;0;1;0;0;1;4;4.5;2;1;;
Salamanca;1001304288846414335;https://www.airbnb.com/rooms/1001304288846414335;Oro - 1 bedroom apartment in Castellana;346367515;Ukio;290;f;40.43562838837488;-3.683377238164368;135.0;1;0;1;1;0;0;1;0;0.0;2;0;;
Latina;1156533140873491951;https://www.airbnb.com/rooms/1156533140873491951;New Room Private Bathroom Br201;132022481;Nico Y Olivia;19;f;40.411358370450245;-3.733494776005637;42.0;0;0;1;1;0;0;1;0;0.0;1;0;;
Salamanca;1106314405959912634;https://www.airbnb.com/rooms/1106314405959912634;Doctor Gómez Ulla H5;561652810;Houxury;53;f;40.428;-3.66718;23.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Chamartín;23499803;https://www.airbnb.com/rooms/23499803;Maria de Molina I;28038703;Luxury Rentals Madrid;115;f;40.43798;-3.68926;160.0;1;0;1;0;0;0;1;29;4.48;2;0;;
Centro;50367896;https://www.airbnb.com/rooms/50367896;Habitación en Madrid centro.;219512123;Víctor;1;f;40.4086177436074;-3.697591054036536;31.0;1;0;0;0;0;1;0;4;5.0;1;1;;
Centro;939646964236376911;https://www.airbnb.com/rooms/939646964236376911;Hab con Salón-Terraza en Atocha;518713670;Bemadrid;231;f;40.41093;-3.69878;37.0;1;0;0;1;0;0;1;0;0.0;1;0;;
Arganzuela;45674320;https://www.airbnb.com/rooms/45674320;Habitación en Madrid Centro - Wifi;109447199;Jorge;4;f;40.40633;-3.71341;27.0;1;0;0;0;0;0;1;11;4.36;1;0;;
Ciudad Lineal;1133321977428963560;https://www.airbnb.com/rooms/1133321977428963560;Dormitorio individual tranquilo.;509590204;Luis;3;f;40.424986501850235;-3.639083057641983;30.0;1;1;1;1;0;0;1;3;5.0;1;0;;
Chamartín;45981929;https://www.airbnb.com/rooms/45981929;Moderno piso en barrio El Viso;327622536;LivingMad;16;f;40.44424;-3.68096;48.0;1;0;0;1;0;0;1;20;4.45;2;0;;
Salamanca;23723964;https://www.airbnb.com/rooms/23723964;Gran Apto en Barrio Salamanca/ Great apt to enjoy;120664285;Marisol Y Teresa;3;t;40.43681;-3.68542;113.0;1;1;1;1;1;0;1;27;4.89;2;1;;
Centro;1024706181543723352;https://www.airbnb.com/rooms/1024706181543723352;apartamento de lujo en malasaña;391810099;Nacho;82;f;40.4273;-3.70125;176.0;1;1;0;1;0;0;1;1;5.0;2;1;;
Salamanca;967490828356733761;https://www.airbnb.com/rooms/967490828356733761;Home Art Madrid Estudio Groundfloor;494237478;Welcomer Group;40;f;40.43369879999999;-3.6722668;154.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Salamanca;1070928823119991763;https://www.airbnb.com/rooms/1070928823119991763;Piso de 1 dorm en Salamanca;518713670;Bemadrid;231;f;40.42690908695868;-3.670247833986222;64.0;1;0;0;1;0;0;1;0;0.0;2;0;;
Hortaleza;1070342945085511841;https://www.airbnb.com/rooms/1070342945085511841;Luxury renovated apartment with terrace in Madrid;439585642;Javier;1;f;40.46123;-3.64079;175.0;1;1;1;0;0;0;1;3;5.0;2;1;;
Carabanchel;733629073082179906;https://www.airbnb.com/rooms/733629073082179906;Apartamento reformado en Madrid capital;15158626;Carolina;1;f;40.3782291;-3.7456473;57.0;1;0;0;0;0;0;1;2;5.0;2;0;;
Salamanca;893892008914586753;https://www.airbnb.com/rooms/893892008914586753;Blueground | Lista, doorman, nr El Retiro Park;434208714;Blueground;202;f;40.43428;-3.67469;147.0;1;0;1;1;0;0;1;0;0.0;2;1;;
Barajas;737617463270389620;https://www.airbnb.com/rooms/737617463270389620;Habitación 3,A 2 minutos andando del metro barajas;203247837;Juan;5;t;40.4739;-3.58177;42.0;1;1;0;0;0;0;1;142;4.89;1;0;;
Moratalaz;813583332295056936;https://www.airbnb.com/rooms/813583332295056936;Habitación privada Madrid cerca centro- Sol;325604169;Alicia Teodora;2;t;40.396361467388914;-3.63623288325713;31.0;0;1;0;1;0;0;1;41;4.95;1;0;;
Salamanca;1155638789409301893;https://www.airbnb.com/rooms/1155638789409301893;Fuente del Berro-4-3;576464572;Maria Mercedes;166;f;40.42613;-3.67176;17.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Latina;1039078679424414188;https://www.airbnb.com/rooms/1039078679424414188;Ambiente pacifico;206960485;Leis;1;f;40.40706601429011;-3.7387715915124486;34.0;0;0;1;0;0;1;0;1;5.0;1;0;;
Retiro;37494274;https://www.airbnb.com/rooms/37494274;Cozy penthouse: Private Room, Near Atocha & Retiro;153042930;Andres;1;t;40.40729;-3.67806;81.0;1;1;1;1;0;0;1;117;4.94;1;0;;
Usera;1142020829287701846;https://www.airbnb.com/rooms/1142020829287701846;Marina vega;497238992;Claudia Maritza;2;f;40.38006;-3.71259;63.0;1;0;0;0;0;0;1;3;2.33;2;0;;
Tetuán;983085970084092505;https://www.airbnb.com/rooms/983085970084092505;Habitación romántica y jacuzzi;537091845;Maria;2;f;40.4607041;-3.7058535;70.0;0;0;0;1;0;0;1;33;4.67;1;0;;
Salamanca;1173663092294151213;https://www.airbnb.com/rooms/1173663092294151213;Habitación individual.;569982479;Deyanira;2;f;40.425762387967815;-3.674773536622524;100.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Carabanchel;27902300;https://www.airbnb.com/rooms/27902300;Taller luminoso y versátil para eventos;138938277;Ariadna;1;f;40.39311;-3.71032;300.0;1;0;0;0;0;1;0;0;0.0;2;0;;
Puente de Vallecas;18157839;https://www.airbnb.com/rooms/18157839;HABITACION AMPLIA CON TERRAZA/NUEVA NUMANCIA, wifi;123778623;Cris;6;f;40.38659;-3.66864;16.0;1;0;0;0;0;0;1;80;4.65;1;0;;
Latina;4394370;https://www.airbnb.com/rooms/4394370;PO1 Room with double bed + WIFI;22374109;Meryem;8;f;40.4045;-3.73975;58.0;1;0;0;0;0;1;0;43;4.16;1;0;;
Centro;776204114446839365;https://www.airbnb.com/rooms/776204114446839365;Piso muy cómodo  en el centro de Madrid;487669423;Glen;1;f;40.42108;-3.69767;110.0;1;0;1;1;0;1;0;7;4.71;2;0;;
Ciudad Lineal;17370243;https://www.airbnb.com/rooms/17370243;Madrid without noise or pollution. GQ22 3º;116196433;Apartamentos Playtime;5;f;40.44497;-3.64198;78.0;1;0;1;1;0;0;1;25;4.96;2;0;;
Ciudad Lineal;53581269;https://www.airbnb.com/rooms/53581269;Apartamento 2 dormitorios en Madrid;433923108;Javier;1;t;40.43482;-3.64096;130.0;1;0;0;1;0;0;1;4;5.0;2;1;;
Moncloa - Aravaca;934571676266882598;https://www.airbnb.com/rooms/934571676266882598;Ambiente tranquilo, no fumadores;87458507;Ivone;1;f;40.4696379;-3.7229094;20.0;1;0;0;0;0;1;0;1;5.0;1;0;;
Centro;7897158;https://www.airbnb.com/rooms/7897158;2 personas en Barrio de Las Letras;41633971;Cesar;3;f;40.41276;-3.69495;50.0;0;1;1;0;0;0;1;323;4.68;1;0;;
Chamberí;1137492268195242999;https://www.airbnb.com/rooms/1137492268195242999;Apartamento en la zona de Argüelles - Moncloa;2711109;Stopinflat.;24;f;40.4309294;-3.714893;104.0;1;0;0;0;0;0;1;0;0.0;2;0;;
Centro;1116520953254704758;https://www.airbnb.com/rooms/1116520953254704758;Hermosa Habitaciòn en el Rastro;3340637;Angela;1;f;40.408031;-3.7071835;48.0;1;0;0;1;0;0;1;1;5.0;1;0;;
Chamartín;39544143;https://www.airbnb.com/rooms/39544143;Bernabéu y Castellana a 8 minutos (2);206458395;Belkys;3;f;40.45489;-3.68031;46.0;0;0;1;0;0;0;1;3;5.0;1;0;;
Chamberí;43541116;https://www.airbnb.com/rooms/43541116;Malasaña Boutique;112373304;Daniel;64;t;40.42926;-3.70337;126.0;1;1;1;1;0;0;1;54;4.57;2;0;;
Centro;31605573;https://www.airbnb.com/rooms/31605573;Superior 2 Bedroom Apartment Madrid Cortes;227755992;Slow Suites Bellas Artes;6;t;40.41854;-3.69669;294.0;1;0;1;1;0;0;1;15;4.33;2;1;;
Chamberí;730294620423117629;https://www.airbnb.com/rooms/730294620423117629;Palafox VI - Darya Living;454809758;Daniel;9;t;40.43013;-3.70045;115.0;1;0;1;1;0;0;1;0;0.0;2;1;;
Retiro;772944083339194383;https://www.airbnb.com/rooms/772944083339194383;Habitación con Baño privado (en piso compartido);122764548;Guillermo;3;t;40.40655;-3.68041;120.0;1;1;0;1;0;0;1;49;4.92;1;0;;
Fuencarral - El Pardo;35088856;https://www.airbnb.com/rooms/35088856;Habitación moderna en piso reformado estilo nordic;11283495;Claudia;1;f;40.47656;-3.71361;300.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Fuencarral - El Pardo;846832758629149553;https://www.airbnb.com/rooms/846832758629149553;UrbanRetreat Cuatro Torres Pilar;5700613;Andres;12;f;40.47820781543962;-3.6984281021246033;129.0;1;1;1;0;0;0;1;9;5.0;2;1;;
Carabanchel;1061811091175593250;https://www.airbnb.com/rooms/1061811091175593250;Blue experience apartment!;52530675;Esther;39;f;40.3866623;-3.7225907;120.0;1;0;0;1;0;0;1;1;5.0;2;1;;
Centro;42435201;https://www.airbnb.com/rooms/42435201;Centro Círculo de Bellas Artes II;286514428;Damián Francisco;5;f;40.415778621781925;-3.6974670214114713;57.0;1;0;0;0;0;0;1;3;4.67;0;0;;
Centro;914211976211782368;https://www.airbnb.com/rooms/914211976211782368;Molina III;1408525;Mad4Rent;34;f;40.41119229832513;-3.701577086284704;137.0;1;0;0;0;0;0;1;6;4.67;2;0;;
Carabanchel;35907235;https://www.airbnb.com/rooms/35907235;NUEVO - Apartamento ideal para 4 personas;243872006;Pilar;4;t;40.38431;-3.74613;140.0;1;0;1;0;0;0;1;49;4.88;2;0;;
Centro;923960708469712207;https://www.airbnb.com/rooms/923960708469712207;Amplia habitacion 4 con balcon;5828997;Jose;3;f;40.41364333626488;-3.708613922863548;35.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Centro;28264183;https://www.airbnb.com/rooms/28264183;Gran Vía compartida femenina;45935972;Gilcilene;10;f;40.41848;-3.69827;36.0;1;0;1;1;0;0;1;36;4.5;0;0;;
Tetuán;1087517470686844294;https://www.airbnb.com/rooms/1087517470686844294;Free Parking - New, modern & cozy;77489120;Pablo;21;t;40.47119695434514;-3.6894598003783807;99.0;1;1;1;1;0;1;0;20;4.95;2;0;;
Latina;1115082060764673300;https://www.airbnb.com/rooms/1115082060764673300;Habitación en Puerta del Ángel;49796925;Maria;1;f;40.41186;-3.72991;65.0;0;0;0;0;0;1;0;2;5.0;1;0;;
Latina;1120844251614618096;https://www.airbnb.com/rooms/1120844251614618096;New Room Private Bathroom Br101;132022481;Nico Y Olivia;19;f;40.40984156174469;-3.7313408950379;42.0;0;0;1;1;0;0;1;1;2.0;1;0;;
Centro;1018892775882629939;https://www.airbnb.com/rooms/1018892775882629939;White & Wood;454106623;Blanca;12;f;40.4109932;-3.7080035;125.0;1;0;0;1;0;1;0;40;4.48;2;1;;
Villaverde;53318464;https://www.airbnb.com/rooms/53318464;Como en casa;389811153;Mirela;1;f;40.35256;-3.68207;110.0;1;1;0;0;0;0;1;96;4.5;2;1;;
Chamartín;17267431;https://www.airbnb.com/rooms/17267431;Acogedor y luminoso apartamento ZONA BERNABEU;18760415;Miriam;1;f;40.45555;-3.68049;62.0;1;1;1;1;0;0;1;178;4.63;2;0;;
Carabanchel;1047127040415960949;https://www.airbnb.com/rooms/1047127040415960949;Duerme cómodamente  en Madrid;549901976;Johny;1;f;40.38575;-3.72764;19.0;1;0;1;1;0;0;1;22;4.68;1;0;;
Ciudad Lineal;1039309530668864322;https://www.airbnb.com/rooms/1039309530668864322;Cama doble Julian Camarillo, metro linea 2 y 7;11237958;Mario;1;t;40.42468632458983;-3.6359216533524887;36.0;1;0;1;1;0;0;1;8;5.0;1;0;;
Fuencarral - El Pardo;14333551;https://www.airbnb.com/rooms/14333551;Spacious room in a big appartment .;16310133;Daniel;2;t;40.48252;-3.71717;27.0;1;0;0;0;0;0;1;19;5.0;1;1;;
Salamanca;40198182;https://www.airbnb.com/rooms/40198182;3 Bedrooms for 5 pax in Salamanca ( Padilla III );28038703;Luxury Rentals Madrid;115;f;40.43261;-3.68363;428.0;1;0;1;0;0;0;1;41;4.95;2;1;;
Chamartín;33194090;https://www.airbnb.com/rooms/33194090;Super Exclusive and design apartment in Madrid;4112950;David;1;f;40.4476;-3.6896;165.0;1;0;0;1;0;0;1;3;4.67;2;1;;
Salamanca;10993059;https://www.airbnb.com/rooms/10993059;Estudio completo TINY BLUE MOON;38347848;Laura;1;f;40.42428;-3.66675;53.0;1;1;1;1;0;0;1;299;4.72;2;0;;
Centro;1173159716941664910;https://www.airbnb.com/rooms/1173159716941664910;Elegante departamento en Malasaña;412742411;Raul;3;f;40.42632950470331;-3.7021270394325256;122.0;1;0;1;1;0;0;1;1;5.0;2;0;;
Chamberí;1032780981919952969;https://www.airbnb.com/rooms/1032780981919952969;Piso entero en centro de Madrid;548136594;Longling;1;f;40.43457536187214;-3.7119578064870025;94.0;1;0;0;0;0;0;1;10;4.8;2;0;;
Centro;24215518;https://www.airbnb.com/rooms/24215518;Estudio renovado en el corazón de Malasaña;111527977;Eduardo;1;t;40.42406;-3.70241;48.0;1;0;1;1;0;1;0;262;4.95;1;0;;
Chamartín;51193898;https://www.airbnb.com/rooms/51193898;Apartamento UNICO en Paseo de la Habana.;66782942;Jose;1;f;40.45349;-3.68177;113.0;1;0;1;1;0;0;1;16;5.0;2;0;;
Arganzuela;12909846;https://www.airbnb.com/rooms/12909846;Atocha Center;70761322;Jose;1;t;40.404587;-3.697003;144.0;1;0;1;1;0;0;1;149;4.71;2;1;;
Centro;661585681816383679;https://www.airbnb.com/rooms/661585681816383679;Peaceful & Beautiful Apt in La Latina;467124827;Carlos;1;f;40.40922;-3.70946;114.0;1;0;0;0;0;0;1;111;4.75;2;0;;
Ciudad Lineal;1160729680149912906;https://www.airbnb.com/rooms/1160729680149912906;Bonito apartamento bien equipado,bien situado.;576804919;Maria;1;f;40.4399019;-3.6495929;60.0;1;0;1;0;0;0;1;0;0.0;2;1;;
Hortaleza;801295023500599511;https://www.airbnb.com/rooms/801295023500599511;Amazing Villa - Outskirt of Madrid;492487985;Angel;1;t;40.456856139714425;-3.629233664379827;1393.0;1;1;1;1;0;0;1;5;5.0;2;1;;
Hortaleza;263748;https://www.airbnb.com/rooms/263748;"\LOFT \""\""C\""\"" cerca de  IFEMA Madrid\""";1351865;Angela;2;t;40.47142;-3.62881;128.0;1;0;1;0;0;0;1;136;4.76;2;1;;
Carabanchel;655668715344488327;https://www.airbnb.com/rooms/655668715344488327;Precioso Loft, para no fumadores;128964924;Disra;1;t;40.3705569;-3.7441041;88.0;1;0;1;1;0;1;0;54;4.67;2;1;;
Centro;50069843;https://www.airbnb.com/rooms/50069843;Piso nuevo lavapies, wifi, smart tv;186665934;Javi;3;f;40.40976;-3.70141;61.0;1;0;0;0;0;0;1;269;4.42;2;0;;
Centro;912880885677385682;https://www.airbnb.com/rooms/912880885677385682;apartamento malasaña business;391810099;Nacho;82;f;40.42623392908679;-3.701175163510429;130.0;1;0;0;0;0;0;1;1;5.0;2;1;;
Centro;939773089040520003;https://www.airbnb.com/rooms/939773089040520003;Barceló X;438136382;Home Club;156;f;40.42679;-3.69983;165.0;0;0;1;1;0;0;1;0;0.0;2;0;;
Centro;49334369;https://www.airbnb.com/rooms/49334369;Huertas III;28038703;Luxury Rentals Madrid;115;f;40.41417;-3.69863;238.0;1;0;1;1;0;0;1;72;4.78;2;1;;
Centro;1131713823337242635;https://www.airbnb.com/rooms/1131713823337242635;Alojamiento premium en zona exclusiva de Madrid;567327895;Santiago;87;f;40.40829;-3.70697;35.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Chamberí;1155656943346221836;https://www.airbnb.com/rooms/1155656943346221836;Guzmán el Bueno-17-2;576464572;Maria Mercedes;166;f;40.431537232274536;-3.7145509513455472;22.0;1;0;0;0;0;0;1;0;0.0;1;0;;
Salamanca;967522629545259178;https://www.airbnb.com/rooms/967522629545259178;Home Art Madrid Estudio Superior;494237478;Welcomer Group;40;f;40.43369879999999;-3.6722668;174.0;1;0;0;1;0;0;1;1;4.0;2;0;;
Centro;1029470310112882304;https://www.airbnb.com/rooms/1029470310112882304;Cuarto compartido femenino;547494545;Manuel;2;f;40.4197392;-3.6988371;22.0;1;0;0;1;0;1;0;0;0.0;0;0;;
Centro;1174098918127748653;https://www.airbnb.com/rooms/1174098918127748653;Habitación centro Madrid;517206212;Eugenia;1;f;40.40702;-3.70866;49.0;1;1;0;1;0;0;1;0;0.0;1;0;;
Latina;39026573;https://www.airbnb.com/rooms/39026573;Alojamiento tranquilo y zona para descansar;194885696;Ana Belen;1;f;40.39336;-3.75111;38.0;0;0;0;0;0;0;1;138;4.53;1;0;;
Moncloa - Aravaca;853280990600406827;https://www.airbnb.com/rooms/853280990600406827;Habitación hogareña;479235128;Aissa;1;f;40.42896707128365;-3.73570335669849;45.0;0;0;0;1;0;0;1;1;5.0;1;0;;
Usera;555751416507048827;https://www.airbnb.com/rooms/555751416507048827;GREEN APARTMENT DELUXE ll;52530675;Esther;39;f;40.38171;-3.69303;71.0;1;0;0;1;0;0;1;16;4.63;2;0;;
Centro;1140444394751801514;https://www.airbnb.com/rooms/1140444394751801514;Junto a la estación de atocha;4643646;Jose A.;1;f;40.410537864677394;-3.694431781768799;31.0;1;0;0;0;0;0;1;2;5.0;1;0;;
Ciudad Lineal;1158088773751901809;https://www.airbnb.com/rooms/1158088773751901809;Céntrica Habitación Luminosa A;79122371;Isabel;3;f;40.42998425738594;-3.6598091793624783;41.0;1;1;0;1;0;0;1;5;5.0;1;0;;
Chamartín;27369539;https://www.airbnb.com/rooms/27369539;Tu nuevo refugio en Madrid;8237595;Palma;2;t;40.46801127557434;-3.677515760064125;91.0;1;1;0;1;0;1;0;20;4.85;2;0;;
Salamanca;45856003;https://www.airbnb.com/rooms/45856003;LuxaHome - Exclusivo apartamento con piscina;106591951;Luxa Home;34;f;40.42788;-3.67617;740.0;1;1;0;1;0;0;1;5;4.4;2;1;;
Centro;939094218397467558;https://www.airbnb.com/rooms/939094218397467558;Homeclub | Contemporary Apartment in Lavapiés;438136382;Home Club;156;f;40.40974493507428;-3.702542623381406;98.0;0;0;1;1;0;0;1;0;0.0;2;1;;
Carabanchel;1045649192096290169;https://www.airbnb.com/rooms/1045649192096290169;Newly refurbished luxury suite with kitchen;550826087;Javier;2;f;40.39005106539003;-3.7253734471910183;143.0;1;1;0;1;0;0;1;0;0.0;1;0;;
Retiro;1131626613036794978;https://www.airbnb.com/rooms/1131626613036794978;Coliving Madrid centro (retiro);504121118;Arnau;12;f;40.40864155596356;-3.6813838946676007;36.0;1;0;0;0;0;0;1;0;0.0;1;1;;
Barajas;592490352596422457;https://www.airbnb.com/rooms/592490352596422457;Apartamento recién reformado en Barajas Pueblo;14777855;Álvaro;1;t;40.4741;-3.57737;146.0;1;0;0;0;0;0;1;16;4.94;2;0;;
